Data_set,Noise_level,Approach,Run,PPV,TPR,aver_Sim_TP_only,Composite,N_Sigs,FN,FP
SBS_set2,Realistic,mSigHdp,seed.1076753,0.735294117647059,0.78125,0.991522547424943,2.508066665072,34,7,9
SBS_set2,Realistic,mSigHdp,seed.145879,0.68421052631579,0.8125,0.987723329355012,2.4844338556708,38,6,12
SBS_set2,Realistic,mSigHdp,seed.200437,0.78125,0.78125,0.990491184815968,2.55299118481597,32,7,7
SBS_set2,Realistic,mSigHdp,seed.310111,0.68421052631579,0.8125,0.99087944590986,2.48758997222565,38,6,12
SBS_set2,Realistic,mSigHdp,seed.528401,0.742857142857143,0.8125,0.990219987594533,2.54557713045168,35,6,9
SBS_set2,Noiseless,SignatureAnalyzer,seed.1076753,0.76,0.59375,0.986835266971521,2.34058526697152,25,13,6
SBS_set2,Noiseless,SignatureAnalyzer,seed.145879,0.76,0.59375,0.987449942780734,2.34119994278073,25,13,6
SBS_set2,Noiseless,SignatureAnalyzer,seed.200437,0.76,0.59375,0.987355596296503,2.3411055962965,25,13,6
SBS_set2,Noiseless,SignatureAnalyzer,seed.310111,0.76,0.59375,0.987363623236754,2.34111362323675,25,13,6
SBS_set2,Noiseless,SignatureAnalyzer,seed.528401,0.76,0.59375,0.987566732753516,2.34131673275352,25,13,6
SBS_set2,Realistic,SignatureAnalyzer,seed.1076753,0.19047619047619,0.375,0.968395248534632,1.53387143901082,63,20,51
SBS_set2,Realistic,SignatureAnalyzer,seed.145879,0.19047619047619,0.375,0.978139791996592,1.54361598247278,63,20,51
SBS_set2,Realistic,SignatureAnalyzer,seed.200437,0.19047619047619,0.375,0.970489316937565,1.53596550741376,63,20,51
SBS_set2,Realistic,SignatureAnalyzer,seed.310111,0.17741935483871,0.34375,0.969148332098816,1.49031768693753,62,21,51
SBS_set2,Realistic,SignatureAnalyzer,seed.528401,0.209677419354839,0.40625,0.965288666679937,1.58121608603478,62,19,49
SBS_set2,Noiseless,signeR,seed.1076753,0.75,0.5625,0.994182796211817,2.30668279621182,24,14,6
SBS_set2,Noiseless,signeR,seed.145879,0.708333333333333,0.53125,0.994035570610758,2.23361890394409,24,15,7
SBS_set2,Noiseless,signeR,seed.200437,0.727272727272727,0.5,0.99407948796539,2.22135221523812,22,16,6
SBS_set2,Noiseless,signeR,seed.310111,0.64,0.5,0.988375678979811,2.12837567897981,25,16,9
SBS_set2,Noiseless,signeR,seed.528401,0.833333333333333,0.46875,0.986736200659402,2.28881953399274,18,17,3
SBS_set2,Realistic,signeR,seed.1076753,0.551724137931035,0.5,0.982810996506863,2.0345351344379,29,16,13
SBS_set2,Realistic,signeR,seed.145879,0.575757575757576,0.59375,0.980743886548871,2.15025146230645,33,13,14
SBS_set2,Realistic,signeR,seed.200437,0.620689655172414,0.5625,0.982473111497071,2.16566276666949,29,14,11
SBS_set2,Realistic,signeR,seed.310111,0.576923076923077,0.46875,0.978820845610858,2.02449392253394,26,17,11
SBS_set2,Realistic,signeR,seed.528401,0.56,0.4375,0.981652090343084,1.97915209034308,25,18,11
SBS_set2,Noiseless,SigProfilerExtractor,seed.1076753,0.72,0.5625,0.988145990499847,2.27064599049985,25,14,7
SBS_set2,Noiseless,SigProfilerExtractor,seed.145879,0.76,0.59375,0.983968321604077,2.33771832160408,25,13,6
SBS_set2,Noiseless,SigProfilerExtractor,seed.200437,0.944444444444444,0.53125,0.978428111782808,2.45412255622725,18,15,1
SBS_set2,Noiseless,SigProfilerExtractor,seed.310111,0.72,0.5625,0.987321206006796,2.2698212060068,25,14,7
SBS_set2,Noiseless,SigProfilerExtractor,seed.528401,0.944444444444444,0.53125,0.977186144457213,2.45288058890166,18,15,1
SBS_set2,Realistic,SigProfilerExtractor,seed.1076753,0.923076923076923,0.375,0.958883805051522,2.25696072812845,13,20,1
SBS_set2,Realistic,SigProfilerExtractor,seed.145879,0.916666666666667,0.34375,0.962918424511739,2.22333509117841,12,21,1
SBS_set2,Realistic,SigProfilerExtractor,seed.200437,0.846153846153846,0.34375,0.963640877300637,2.15354472345448,13,21,2
SBS_set2,Realistic,SigProfilerExtractor,seed.310111,0.944444444444444,0.53125,0.972835636366253,2.4485300808107,18,15,1
SBS_set2,Realistic,SigProfilerExtractor,seed.528401,0.846153846153846,0.34375,0.964313312168733,2.15421715832258,13,21,2
